app_id,app_name,rating,reviews,app_size,installs, price ,last_updated
A1262,RandoChat - Chat roulette,3.6,11806,12,"1,000,000", -   ,6/26/2018
A1263,Transenger – Ts Dating and Chat for Free,3.6,8,14,"1,000", -   ,7/29/2018
A1264,Transenger – Ts Dating and Chat for Free,3.6,8,14,"1,000", -   ,7/29/2018
A1265,Interracial Match Dating App,3.6,143,27,"10,000", -   ,7/23/2018
A1266,Stranger Chat & Date,3.6,3414,6.2,"500,000", -   ,6/6/2018
A1267,LOBSTR - go on a lunch date,3.7,101,15,"10,000", -   ,7/24/2018
A1268,Mutual - LDS Dating,3.7,1439,38,"50,000", -   ,7/30/2018
A1269,"Starg - Gay, Same Sex, Bi",3.7,66,7.3,"10,000", -   ,11/29/2016
A1270,FindLoving,3.8,24,19,"1,000", -   ,8/2/2018
A1271,"muzmatch: Muslim & Arab Singles, Marriage & Dating",3.8,5164,25,"100,000", -   ,7/24/2018
A1272,"muzmatch: Muslim & Arab Singles, Marriage & Dating",3.8,5164,25,"100,000", -   ,7/24/2018
A1273,"muzmatch: Muslim & Arab Singles, Marriage & Dating",3.8,5168,25,"100,000", -   ,7/24/2018
A1274,Christian Dating For Free App,3.9,8722,13,"500,000", -   ,6/20/2018
A1275,Christian Dating For Free App,3.9,8723,13,"500,000", -   ,6/20/2018
A1276,Luxy Pro- Elite Dating Single,3.9,742,26,"50,000", -   ,4/7/2018
A1277,Howlr,3.9,105,27,"5,000", -   ,6/19/2018
A1278,Millionaire Match: Rich Singles Dating App,3.9,852,27,"100,000", -   ,7/30/2018
A1279,Millionaire Match: Rich Singles Dating App,3.9,853,27,"100,000", -   ,7/30/2018
A1280,Howlr,3.9,105,27,"5,000", -   ,6/19/2018
A1281,Cougar Dating Life : Date Older Women Sugar Mummy,3.9,1643,31,"500,000", -   ,7/3/2018
A1282,Cougar Dating Life : Date Older Women Sugar Mummy,3.9,1645,31,"500,000", -   ,7/3/2018
A1283,Black People Meet Singles Date,3.9,10212,5,"1,000,000", -   ,7/25/2018
A1284,Black People Meet Singles Date,3.9,10212,5,"1,000,000", -   ,7/25/2018
A1285,"Meet, chat & date. Free dating app - Chocolate app",3.9,8661,9.5,"1,000,000", -   ,4/3/2018
A1286,Dating Network,4,187,19,"10,000", -   ,7/26/2018
A1287,"Herpes Dating: 1,000K+ Singles",4,738,27,"10,000", -   ,8/1/2018
A1288,Sweet mi - unlimited hunnam hunting blind date,4,6191,27,"500,000", -   ,7/12/2018
A1289,2RedBeans,4,337,32,"10,000", -   ,7/31/2018
A1290,CMB Free Dating App,4,48845,40,"1,000,000", -   ,8/1/2018
A1291,CMB Free Dating App,4,48845,40,"1,000,000", -   ,8/1/2018
A1292,JustDating,4,13440,49,"500,000", -   ,8/3/2018
A1293,"SweetRing - Meet, Match, Date",4,51698,63,"1,000,000", -   ,7/26/2018
A1294,WannaMeet – Dating & Chat App,4.1,6701,11,"1,000,000", -   ,6/29/2018
A1295,chat saudi arabia,4.1,11,11,"1,000", -   ,7/14/2018
A1296,Get Over Your Ex,4.1,10,11,"5,000", -   ,4/12/2017
A1297,OkCupid Dating,4.1,285726,15,"10,000,000", -   ,7/30/2018
A1298,OkCupid Dating,4.1,285726,15,"10,000,000", -   ,7/30/2018
A1299,95Live -SG#1 Live Streaming App,4.1,4953,15,"1,000,000", -   ,8/1/2018
A1300,95Live -SG#1 Live Streaming App,4.1,4954,15,"1,000,000", -   ,8/1/2018
A1301,OkCupid Dating,4.1,285838,15,"10,000,000", -   ,7/30/2018
A1302,Clover Dating App,4.1,11633,23,"500,000", -   ,7/24/2018
A1303,Clover Dating App,4.1,11633,23,"500,000", -   ,7/24/2018
A1304,BLK - Swipe. Match. Chat.,4.1,2067,24,"100,000", -   ,7/25/2018
A1305,Black White Interracial Dating - Interracial Match,4.1,535,28,"100,000", -   ,3/29/2018
A1306,Black White Interracial Dating - Interracial Match,4.1,537,28,"100,000", -   ,3/29/2018
A1307,Mingle - Online Dating App to Chat & Meet People,4.1,15081,38,"1,000,000", -   ,7/26/2018
A1308,Sudy – Meet Elite & Rich Single,4.1,17268,40,"500,000", -   ,6/25/2018
A1309,Sudy – Meet Elite & Rich Single,4.1,17268,40,"500,000", -   ,6/25/2018
A1310,Gay Sugar Daddy Dating & Hookup – Sudy Gay,4.1,2212,41,"100,000", -   ,6/20/2018
A1311,Gay Sugar Daddy Dating & Hookup – Sudy Gay,4.1,2212,41,"100,000", -   ,6/20/2018
A1312,"BiggerCity: Chat for gay bears, chubs & chasers",4.1,923,44,"100,000", -   ,8/2/2018
A1313,"Hily: Dating, Chat, Match, Meet & Hook up",4.1,2556,56,"100,000", -   ,8/1/2018
A1314,"Hily: Dating, Chat, Match, Meet & Hook up",4.1,2556,56,"100,000", -   ,8/1/2018
A1315,"Hily: Dating, Chat, Match, Meet & Hook up",4.1,2560,56,"100,000", -   ,8/1/2018
A1316,"Free Dating App - YoCutie - Flirt, Chat & Meet",4.1,97684,7.9,"1,000,000", -   ,7/10/2018
A1317,"Free Dating App - YoCutie - Flirt, Chat & Meet",4.1,97699,7.9,"1,000,000", -   ,7/10/2018
A1318,A hundred,4.1,236,8.8,"10,000", -   ,3/29/2018
A1319,Hinge: Dating & Relationships,4.2,7779,12,"500,000", -   ,8/3/2018
A1320,Hinge: Dating & Relationships,4.2,7779,12,"500,000", -   ,8/3/2018
A1321,Russian Dating & Chat for Russian speaking RusDate,4.2,1059,18,"100,000", -   ,7/26/2018
A1322,ChatVideo Meet new people,4.2,63986,20,"5,000,000", -   ,5/31/2018
A1323,Hitwe - meet people and chat,4.2,243950,21,"10,000,000", -   ,5/10/2018
A1324,"Chispa, the Dating App for Latino, Latina Singles",4.2,4195,24,"100,000", -   ,7/25/2018
A1325,"Chispa, the Dating App for Latino, Latina Singles",4.2,4195,24,"100,000", -   ,7/25/2018
A1326,H!LooK - Dating,4.2,46,26,"10,000", -   ,7/29/2018
A1327,JustSayHi- Dating App. Chat & Meet Singles Nearby,4.2,5152,38,"100,000", -   ,7/26/2018
A1328,French Chat Room,4.2,24,4.9,"1,000", -   ,7/11/2018
A1329,"FastMeet: Chat, Dating, Love",4.2,22544,5.9,"1,000,000", -   ,7/27/2018
A1330,"FastMeet: Chat, Dating, Love",4.2,22545,5.9,"1,000,000", -   ,7/27/2018
A1331,"Chatting - Free chat, random chat, boyfriend, girlfriend",4.2,2506,6.1,"500,000", -   ,6/15/2017
A1332,"Meet4U - Chat, Love, Singles!",4.2,40035,6.5,"1,000,000", -   ,7/27/2018
A1333,"Meet4U - Chat, Love, Singles!",4.2,40039,6.5,"1,000,000", -   ,7/27/2018
A1334,"Meet24 - Love, Chat, Singles",4.2,57081,7.9,"1,000,000", -   ,7/27/2018
A1335,"Meet24 - Love, Chat, Singles",4.2,57083,7.9,"1,000,000", -   ,7/27/2018
A1336,"USA Singles Meet, Match and Date Free - Date",4.2,5084,9.6,"100,000", -   ,8/3/2018
A1337,FlirtChat - ♥Free Dating/Flirting App♥,4.3,2430,13,"500,000", -   ,7/26/2018
A1338,FlirtChat - ♥Free Dating/Flirting App♥,4.3,2433,13,"500,000", -   ,7/26/2018
A1339,Mingle2 - Free Online Dating & Singles Chat Rooms,4.3,37053,44,"1,000,000", -   ,8/3/2018
A1340,Glam - Premium Dating App,4.3,23170,9,"500,000", -   ,7/25/2018
A1341,Halalguur,4.3,6,9,100, -   ,7/26/2018
A1342,"TryDate - Free Online Dating App, Chat Meet Adults",4.4,7888,15,"500,000", -   ,4/29/2018
A1343,Once - Quality Matches Every day,4.4,222888,21,"1,000,000", -   ,7/17/2018
A1344,Once - Quality Matches Every day,4.4,222888,21,"1,000,000", -   ,7/17/2018
A1345,Free Dating App & Flirt Chat - Cheers,4.4,667,27,"10,000", -   ,8/3/2018
A1346,BBW Dating & Curvy Singles Chat- LargeFriends,4.4,218,27,"10,000", -   ,7/23/2018
A1347,BBW Dating & Curvy Singles Chat- LargeFriends,4.4,218,27,"10,000", -   ,7/23/2018
A1348,Herpes Positive Singles Dating,4.4,198,28,"10,000", -   ,5/18/2018
A1349,BBW Dating & Plus Size Chat,4.4,12632,29,"1,000,000", -   ,7/27/2018
A1350,BBW Dating & Plus Size Chat,4.4,12632,29,"1,000,000", -   ,7/27/2018
A1351,BBW Dating & Plus Size Chat,4.4,12633,29,"1,000,000", -   ,7/27/2018
A1352,Free Dating App & Flirt Chat - Match with Singles,4.4,172460,3.1,"5,000,000", -   ,8/4/2018
A1353,Cardi B Live Stream Video Chat - Prank,4.4,28,3.4,500, -   ,7/16/2018
A1354,Cardi B Live Stream Video Chat - Prank,4.4,28,3.4,500, -   ,7/16/2018
A1355,O-Star,4.4,59,38,"5,000", -   ,7/19/2018
A1356,O-Star,4.4,59,38,"5,000", -   ,7/19/2018
A1357,O-Star,4.4,59,38,"5,000", -   ,7/19/2018
A1358,"Hide App, Private Dating, Safe Chat - PrivacyHider",4.4,35206,7.2,"1,000,000", -   ,5/21/2018
A1359,"Hide App, Private Dating, Safe Chat - PrivacyHider",4.4,35205,7.2,"1,000,000", -   ,5/21/2018
A1360,"2Date Dating App, Love and matching",4.4,41605,8.1,"500,000", -   ,7/26/2018
A1361,Titanic App - Feminist Dating Application,4.5,120,10,500, -   ,8/4/2018
A1362,Casual Dating & Adult Singles - Joyride,4.5,61637,11,"5,000,000", -   ,7/31/2018
A1363,Find Real Love — YouLove Premium Dating,4.5,212626,11,"10,000,000", -   ,7/31/2018
A1364,Casual Dating & Adult Singles - Joyride,4.5,61637,11,"5,000,000", -   ,7/31/2018
A1365,Find Real Love — YouLove Premium Dating,4.5,212626,11,"10,000,000", -   ,7/31/2018
A1366,"iPair-Meet, Chat, Dating",4.5,182986,77,"5,000,000", -   ,8/2/2018
A1367,"iPair-Meet, Chat, Dating",4.5,182986,77,"5,000,000", -   ,8/2/2018
A1368,Dating for 50 plus Mature Singles – FINALLY,4.6,13046,13,"500,000", -   ,7/31/2018
A1369,Dating for 50 plus Mature Singles – FINALLY,4.6,13049,13,"500,000", -   ,7/31/2018
A1370,Live Talk - Free Text and Video Chat,4.6,185,5,"10,000", -   ,7/16/2018
A1371,Live Talk - Free Text and Video Chat,4.6,185,5,"10,000", -   ,7/16/2018
A1372,Live Chat - Free Video Talk,4.7,14,21,"5,000", -   ,8/3/2018
A1373,Girls Online Talk - Free Text and Video Chat,4.7,791,3.7,"10,000", -   ,5/15/2018
A1374,LIVE VIDEO TALK,4.7,478,4.5,"10,000", -   ,6/28/2018
A1375,Free Live Talk-Video Call,4.7,158,4.5,"10,000", -   ,7/5/2018
A1376,Chat Kids - Chat Room For Kids,4.7,6,4.9,100, -   ,7/24/2018
A1377,Chat Kids - Chat Room For Kids,4.7,6,4.9,100, -   ,7/24/2018
A1378,Online Chat Girls Meet,4.7,18,5,500, -   ,7/25/2018
A1379,Online Girls Chat,4.8,5323,3.5,"50,000", -   ,4/21/2018
A1380,FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,4.8,84,4.5,"1,000", -   ,7/6/2018
A1381,Live Girls Talk - Free Video Chat,4.8,125,4.7,"5,000", -   ,7/8/2018
A1382,Live Girls Talk - Free Video Chat,4.8,125,4.7,"5,000", -   ,7/8/2018
A1383,Girls Live Chat - Free Text & Video Chat,4.8,110,4.9,"10,000", -   ,7/9/2018
A1384,Live Chat - Free Video Chat Rooms,4.8,20,4.9,500, -   ,7/15/2018
A1385,Girls Live Chat - Free Text & Video Chat,4.8,110,4.9,"10,000", -   ,7/9/2018
A1386,FREE LIVE TALK,4.9,776,4.9,"5,000", -   ,7/14/2018
A1387,Speeding Joyride & Car Meet App,5,3,25,100, -   ,7/20/2018
A1388,American Girls Mobile Numbers,5,5,4.4,"1,000", -   ,7/17/2018
A1389,Girls Live Talk - Free Text and Video Chat,5,6,5,100, -   ,8/1/2018
A1390,Online Girls Chat Group,5,5,5,100, -   ,8/2/2018
A1391,Awake Dating,5,2,70,100, -   ,7/24/2018
A1392,Spine- The dating app,5,5,9.3,500, -   ,7/14/2018
A1393,EasyBib: Citation Generator,3.5,1405,7.3,"100,000", -   ,3/29/2018
A1394,Kids Mode,3.8,2469,11,"500,000", -   ,3/23/2018
A1395,Socrative Teacher,3.9,1239,1.8,"100,000", -   ,7/29/2016
A1396,Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,3.9,61,18,"50,000", -   ,5/28/2018
A1397,Homework Planner,4,2525,1.2,"100,000", -   ,1/11/2015
A1398,Common Core,4,835,15,"100,000", -   ,12/20/2016
A1399,Mango Languages: Lovable Language Courses,4,4815,19,"500,000", -   ,7/17/2018
A1400,Mango Languages: Lovable Language Courses,4,4815,19,"500,000", -   ,7/17/2018
A1401,Quiz&Learn Python,4,304,2,"10,000", -   ,7/4/2016
A1402,GRE Tutor,4,275,2.3,"50,000", -   ,12/2/2013
A1403,GRE® Flashcards by Kaplan,4,316,29,"50,000", -   ,2/15/2017
A1404,Pocket SAT Math,4,430,0.513671875,"10,000", -   ,7/11/2014
A1405,Lerni. Learn languages.,4,3847,6.9,"500,000", -   ,10/25/2017
A1406,Flippy Campus - Buy & sell on campus at a discount,4,889,7.4,"500,000", -   ,3/9/2018
A1407,C++ Tutorials,4.1,358,1.9,"50,000", -   ,8/21/2014
A1408,Blinkist - Nonfiction Books,4.1,16103,13,"1,000,000", -   ,7/31/2018
A1409,Edmodo,4.1,200058,18,"10,000,000", -   ,7/20/2018
A1410,SAT Test,4.1,2363,6.6,"100,000", -   ,11/17/2016
A1411,Training schedule - AllUniver,4.1,702,7.6,"10,000", -   ,10/16/2017
A1412,Teacher's Gradebook - Additio,4.2,3241,16,"100,000", -   ,8/1/2018
A1413,Lynda - Online Training Videos,4.2,8599,17,"1,000,000", -   ,7/11/2018
A1414,Lynda - Online Training Videos,4.2,8599,17,"1,000,000", -   ,7/11/2018
A1415,Study Checker,4.2,3816,2.6,"500,000", -   ,5/4/2016
A1416,Kanji test · Han search Kanji training (free version),4.2,6736,22,"1,000,000", -   ,10/17/2017
A1417,GMAT Question Bank,4.2,240,29,"10,000", -   ,4/29/2015
A1418,"play2prep: ACT, SAT prep",4.2,3692,4.4,"100,000", -   ,7/23/2015
A1419,C++ Programming,4.3,11904,1.8,"1,000,000", -   ,8/22/2015
A1420,C Programming,4.3,22251,1.8,"1,000,000", -   ,6/28/2015
A1421,"Programming Hub, Learn to code",4.3,55704,15,"1,000,000", -   ,8/4/2018
A1422,Udacity - Lifelong Learning,4.3,22384,17,"1,000,000", -   ,7/31/2018
A1423,Udacity - Lifelong Learning,4.3,22384,17,"1,000,000", -   ,7/31/2018
A1424,Next Gen Science Standards,4.3,206,18,"50,000", -   ,12/20/2016
A1425,Thai Handwriting,4.3,3168,19,"1,000,000", -   ,10/26/2017
A1426,Babbel – Learn Languages,4.3,266948,21,"10,000,000", -   ,7/30/2018
A1427,Learn English from Persian: Persian to English,4.3,423,21,"100,000", -   ,4/3/2018
A1428,Babbel – Learn Languages,4.3,266935,21,"10,000,000", -   ,7/30/2018
A1429,"busuu: Learn Languages - Spanish, English & More",4.3,206527,21,"10,000,000", -   ,8/1/2018
A1430,My Study Life - School Planner,4.3,47847,21,"1,000,000", -   ,6/13/2017
A1431,Babbel – Learn Languages,4.3,266948,21,"10,000,000", -   ,7/30/2018
A1432,"busuu: Learn Languages - Spanish, English & More",4.3,206532,21,"10,000,000", -   ,8/1/2018
A1433,Chegg Study - Homework Help,4.3,14700,21,"1,000,000", -   ,7/30/2018
A1434,"busuu: Learn Languages - Spanish, English & More",4.3,206532,21,"10,000,000", -   ,8/1/2018
A1435,Listen and learn English in seven days,4.3,1516,3.9,"100,000", -   ,7/28/2018
A1436,HomeWork,4.3,16195,5.2,"1,000,000", -   ,9/20/2016
A1437,Pocket GMAT Math,4.3,656,0.54296875,"10,000", -   ,7/11/2014
A1438,Babbel – Learn Spanish,4.4,54798,11,"1,000,000", -   ,7/30/2018
A1439,Learn 50 languages,4.4,55256,14,"5,000,000", -   ,6/19/2018
A1440,Learn 50 languages,4.4,55256,14,"5,000,000", -   ,6/19/2018
A1441,English speaking texts,4.4,1619,3,"1,000,000", -   ,7/20/2018
A1442,"HelloTalk — Chat, Speak & Learn Foreign Languages",4.4,84309,41,"5,000,000", -   ,7/25/2018
A1443,"HelloTalk — Chat, Speak & Learn Foreign Languages",4.4,84311,41,"5,000,000", -   ,7/25/2018
A1444,Game for KIDS: KIDS match'em,4.4,7005,6.9,"1,000,000", -   ,10/23/2016
A1445,Learn to Speak English,4.4,33646,7,"1,000,000", -   ,7/15/2018
A1446,TOEFL Prep & Practice from Magoosh,4.5,756,12,"100,000", -   ,6/18/2018
A1447,PINKFONG Baby Shark,4.5,10852,18,"1,000,000", -   ,11/28/2017
A1448,Udemy - Online Courses,4.5,99020,18,"1,000,000", -   ,8/2/2018
A1449,Udemy - Online Courses,4.5,99020,18,"1,000,000", -   ,8/2/2018
A1450,Udemy - Online Courses,4.5,99020,18,"1,000,000", -   ,8/2/2018
A1451,Learn English for beginners,4.5,1929,2.5,"500,000", -   ,9/28/2017
A1452,Innovative: Learn 34 Languages,4.5,14206,21,"500,000", -   ,7/26/2018
A1453,Math Tricks,4.5,342918,8.1,"10,000,000", -   ,7/29/2018
A1454,"edX - Online Courses by Harvard, MIT & more",4.6,32381,10,"1,000,000", -   ,7/15/2018
A1455,"edX - Online Courses by Harvard, MIT & more",4.6,32380,10,"1,000,000", -   ,7/15/2018
A1456,Speed Reading,4.6,10611,11,"500,000", -   ,5/27/2018
A1457,Learn English Words Free,4.6,172640,14,"5,000,000", -   ,5/2/2018
A1458,TED,4.6,181893,18,"10,000,000", -   ,7/27/2018
A1459,TED,4.6,181893,18,"10,000,000", -   ,7/27/2018
A1460,TED,4.6,181893,18,"10,000,000", -   ,7/27/2018
A1461,LinkedIn Learning: Online Courses to Learn Skills,4.6,7973,18,"1,000,000", -   ,7/27/2018
A1462,Khan Academy,4.6,85375,21,"5,000,000", -   ,7/27/2018
A1463,Khan Academy,4.6,85375,21,"5,000,000", -   ,7/27/2018
A1464,Khan Academy,4.6,85375,21,"5,000,000", -   ,7/27/2018
A1465,English for beginners,4.6,9321,27,"1,000,000", -   ,7/18/2018
A1466,Flame - درب عقلك يوميا,4.6,56065,37,"1,000,000", -   ,7/26/2018
A1467,Ready4 GMAT (Prep4 GMAT),4.6,18372,47,"100,000", -   ,5/21/2018
A1468,Ready4 SAT (Prep4 SAT),4.6,13612,48,"100,000", -   ,5/10/2018
A1469,Learn C++,4.6,73404,5.3,"1,000,000", -   ,12/25/2017
A1470,Learn JavaScript,4.6,25183,5.4,"1,000,000", -   ,12/25/2017
A1471,Socratic - Math Answers & Homework Help,4.6,37862,5.4,"1,000,000", -   ,6/7/2018
A1472,Socratic - Math Answers & Homework Help,4.6,37862,5.4,"1,000,000", -   ,6/7/2018
A1473,Learn English with Aco,4.6,75112,6.5,"1,000,000", -   ,11/11/2017
A1474,English Communication - Learn English for Chinese (Learn English for Chinese),4.7,2544,18,"100,000", -   ,12/29/2017
A1475,English with Lingualeo,4.7,254519,27,"5,000,000", -   ,7/20/2018
A1476,Learn Spanish - Español,4.7,32346,3.2,"1,000,000", -   ,12/18/2017
A1477,Learn English with Wlingua,4.7,314299,3.3,"10,000,000", -   ,5/2/2018
A1478,Learn English with Wlingua,4.7,314300,3.3,"10,000,000", -   ,5/2/2018
A1479,Learn SQL,4.7,19277,5.3,"1,000,000", -   ,12/25/2017
A1480,Learn Java,4.7,52743,5.4,"1,000,000", -   ,12/25/2017
A1481,Learn HTML,4.7,61749,5.4,"1,000,000", -   ,12/25/2017
A1482,Free english course,4.7,142632,6.9,"5,000,000", -   ,7/12/2018
A1483,English Grammar Test,4.8,4075,5.1,"500,000", -   ,6/22/2018
A1484,SoloLearn: Learn to Code for Free,4.8,256079,7.6,"1,000,000", -   ,7/12/2018
A1485,Acorn TV: World-class TV from Britain and Beyond,3,493,23,"50,000", -   ,6/15/2018
A1486,Mobile TV,3.5,10939,4.6,"10,000,000", -   ,4/28/2016
A1487,Marcus Theatres,3.6,2639,8.5,"100,000", -   ,2/7/2018
A1488,FOX,3.7,197774,44,"10,000,000", -   ,6/25/2018
A1489,FOX,3.7,197774,44,"10,000,000", -   ,6/25/2018
A1490,Talking Angela,3.7,1828284,52,"100,000,000", -   ,7/12/2018
A1491,The green alien dance,3.8,6979,12,"1,000,000", -   ,7/5/2018
A1492,CBS - Full Episodes & Live TV,3.8,92058,12,"10,000,000", -   ,7/20/2018
A1493,CBS - Full Episodes & Live TV,3.8,92058,12,"10,000,000", -   ,7/20/2018
A1494,MTV,3.8,35279,15,"1,000,000", -   ,7/8/2018
A1495,MTV,3.8,35279,15,"1,000,000", -   ,7/8/2018
A1496,HBO GO: Stream with TV Package,3.8,87723,32,"10,000,000", -   ,7/19/2018
A1497,Comedy Central,3.9,22378,19,"1,000,000", -   ,7/8/2018
A1498,Telemundo Now,3.9,8674,19,"1,000,000", -   ,5/25/2018
A1499,Comedy Central,3.9,22378,19,"1,000,000", -   ,7/8/2018
A1500,Telemundo Now,3.9,8674,19,"1,000,000", -   ,5/25/2018
A1501,Tribeca Shortlist - Handpicked Movies,3.9,801,57,"100,000", -   ,3/21/2018
A1502,Trailer Addict Movie Trailers,3.9,2646,9.1,"100,000", -   ,2/14/2018
A1503,A&E - Watch Full Episodes of TV Shows,4,29706,19,"1,000,000", -   ,7/16/2018
A1504,Lifetime - Watch Full Episodes & Original Movies,4,35928,19,"1,000,000", -   ,7/16/2018
A1505,A&E - Watch Full Episodes of TV Shows,4,29706,19,"1,000,000", -   ,7/16/2018
A1506,Lifetime - Watch Full Episodes & Original Movies,4,35931,19,"1,000,000", -   ,7/16/2018
A1507,A&E - Watch Full Episodes of TV Shows,4,29706,19,"1,000,000", -   ,7/16/2018
A1508,Lifetime - Watch Full Episodes & Original Movies,4,35931,19,"1,000,000", -   ,7/16/2018
A1509,Complete Spanish Movies,4,11656,4.5,"1,000,000", -   ,1/20/2018
A1510,Cooking Channel,4.1,1033,16,"100,000", -   ,7/27/2018
A1511,VH1,4.1,27424,17,"1,000,000", -   ,7/8/2018
A1512,The NBC App - Watch Live TV and Full Episodes,4.1,58028,17,"5,000,000", -   ,7/5/2018
A1513,VH1,4.1,27424,17,"1,000,000", -   ,7/8/2018
A1514,VH1,4.1,27424,17,"1,000,000", -   ,7/8/2018
A1515,HISTORY: Watch TV Show Full Episodes & Specials,4.1,33387,20,"1,000,000", -   ,7/16/2018
A1516,HISTORY: Watch TV Show Full Episodes & Specials,4.1,33387,20,"1,000,000", -   ,7/16/2018
A1517,HISTORY: Watch TV Show Full Episodes & Specials,4.1,33387,20,"1,000,000", -   ,7/16/2018
A1518,Redbox,4.1,115033,30,"10,000,000", -   ,7/2/2018
A1519,Cinemark Theatres,4.1,21867,39,"1,000,000", -   ,7/12/2018
A1520,Ziggo GO,4.1,29690,78,"1,000,000", -   ,8/3/2018
A1521,IMDb Movies & TV,4.2,501498,12,"100,000,000", -   ,7/26/2018
A1522,IMDb Movies & TV,4.2,501497,12,"100,000,000", -   ,7/26/2018
A1523,IMDb Movies & TV,4.2,501498,12,"100,000,000", -   ,7/26/2018
A1524,Girly Lock Screen Wallpaper with Quotes,4.2,32458,18,"5,000,000", -   ,6/19/2018
A1525,BET NOW - Watch Shows,4.2,14807,19,"1,000,000", -   ,7/8/2018
A1526,BET NOW - Watch Shows,4.2,14807,19,"1,000,000", -   ,7/8/2018
A1527,BET NOW - Watch Shows,4.2,14807,19,"1,000,000", -   ,7/8/2018
A1528,DramaFever: Stream Asian Drama Shows & Movies,4.2,155234,22,"1,000,000", -   ,8/1/2018
A1529,Amazon Prime Video,4.2,411683,24,"50,000,000", -   ,8/2/2018
A1530,PlayStation App,4.2,613059,25,"50,000,000", -   ,7/26/2018
A1531,Funny Quotes Free,4.2,23666,3.6,"1,000,000", -   ,5/4/2018
A1532,Meme Creator,4.2,38769,44,"1,000,000", -   ,9/22/2015
A1533,Talking Ginger 2,4.2,702975,49,"50,000,000", -   ,7/5/2018
A1534,Vigo Lite,4.2,10291,6.5,"5,000,000", -   ,8/4/2018
A1535,Animal Planet GO,4.2,2442,9.6,"100,000", -   ,7/24/2018
A1536,Tubi TV - Free Movies & TV,4.3,296771,11,"10,000,000", -   ,7/15/2018
A1537,Tubi TV - Free Movies & TV,4.3,296829,11,"10,000,000", -   ,7/15/2018
A1538,Tubi TV - Free Movies & TV,4.3,296771,11,"10,000,000", -   ,7/15/2018
A1539,Harkins Theatres,4.3,1511,12,"100,000", -   ,6/11/2018
A1540,"Imgur: Find funny GIFs, memes & watch viral videos",4.3,160164,12,"10,000,000", -   ,8/1/2018
A1541,Laugh Out Loud by Kevin Hart,4.3,1856,20,"100,000", -   ,8/1/2018
A1542,SeriesGuide – Show & Movie Manager,4.3,64448,4.4,"1,000,000", -   ,7/21/2018
A1543,Sticker Market: Emoji keyboard,4.3,303,44,"10,000", -   ,12/14/2017
A1544,H TV,4.3,103078,5.6,"5,000,000", -   ,7/5/2018
A1545,Talking Ben the Dog,4.3,1633682,57,"100,000,000", -   ,7/3/2018
A1546,AMC Theatres,4.3,44550,72,"1,000,000", -   ,7/18/2018
A1547,SketchBook - draw and paint,4.3,256664,77,"10,000,000", -   ,5/4/2018
A1548,Cinematic Cinematic,4.4,37000,15,"1,000,000", -   ,6/21/2018
A1549,The CW,4.4,288150,21,"5,000,000", -   ,7/23/2018
A1550,The CW,4.4,288150,21,"5,000,000", -   ,7/23/2018
A1551,The CW,4.4,288150,21,"5,000,000", -   ,7/23/2018
A1552,Radio Javan,4.4,46916,4.5,"1,000,000", -   ,7/18/2018
A1553,LOL Pics (Funny Pictures),4.4,67554,7.7,"1,000,000", -   ,9/15/2015
A1554,StarTimes - Live International Champions Cup,4.4,17682,9.7,"1,000,000", -   ,8/3/2018
A1555,Investigation Discovery GO,4.5,12216,13,"1,000,000", -   ,7/24/2018
A1556,CW Seed,4.5,16372,13,"500,000", -   ,7/18/2018
A1557,"Movies by Flixster, with Rotten Tomatoes",4.5,653008,16,"10,000,000", -   ,6/20/2018
A1558,"Movies by Flixster, with Rotten Tomatoes",4.5,653008,16,"10,000,000", -   ,6/20/2018
A1559,"Movies by Flixster, with Rotten Tomatoes",4.5,653008,16,"10,000,000", -   ,6/20/2018
A1560,WWE,4.5,736864,20,"10,000,000", -   ,1/19/2018
A1561,Hamilton — The Official App,4.5,1575,43,"100,000", -   ,7/13/2018
A1562,ColorFul - Adult Coloring Book,4.6,50725,19,"5,000,000", -   ,5/25/2018
A1563,Motorola Spotlight Player™,4.6,22508,3.3,"10,000,000", -   ,7/16/2015
A1564,Meme Generator,4.6,3771,53,"100,000",2.99,8/3/2018
A1565,🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,4.7,11661,4,"1,000,000", -   ,7/14/2018
A1566,Freitas Auctioneer Official,3.7,100,27,"50,000", -   ,12/15/2017
A1567,CG BILASPUR CARNIVAL,3.8,59,1.8,"5,000", -   ,4/11/2018
A1568,Fever,4,20611,12,"1,000,000", -   ,7/18/2018
A1569,AO Player,4,9,3.3,"1,000", -   ,12/20/2017
A1570,Ticketmaster Event Tickets,4,40113,36,"5,000,000", -   ,7/23/2018
A1571,All Events in City,4,3782,9.5,"100,000", -   ,6/12/2018
A1572,Bo Aung Din,4.1,110,2.6,"5,000", -   ,6/5/2018
A1573,"Xceed - Clubs, DJs, Festivals & Tickets",4.1,399,24,"100,000", -   ,8/3/2018
A1574,DroidAdmin for Android - Advice,4.2,811,2.8,"10,000", -   ,5/29/2018
A1575,Birthdays & Other Events,4.3,456,2.8,"50,000", -   ,6/21/2018
A1576,vide-greniers.org,4.3,5839,3.5,"100,000", -   ,11/8/2016
