app_id,app_name,category,app_type,content_rating,genres,sub_genre,rating,reviews,app_size,installs,price,last_updated
A1465,English for beginners,EDUCATION,Free,Everyone,Education,0,4.6,9321,27,1000000,0.00 ,7/18/2018
A1466,Flame - درب عقلك يوميا,EDUCATION,Free,Everyone,Education,0,4.6,56065,37,1000000,0.00 ,7/26/2018
A1467,Ready4 GMAT (Prep4 GMAT),EDUCATION,Free,Everyone,Education,0,4.6,18372,47,100000,0.00 ,5/21/2018
A1468,Ready4 SAT (Prep4 SAT),EDUCATION,Free,Everyone,Education,0,4.6,13612,48,100000,0.00 ,5/10/2018
A1469,Learn C++,EDUCATION,Free,Everyone,Education,0,4.6,73404,5.3,1000000,0.00 ,12/25/2017
A1470,Learn JavaScript,EDUCATION,Free,Everyone,Education,0,4.6,25183,5.4,1000000,0.00 ,12/25/2017
A1471,Socratic - Math Answers & Homework Help,EDUCATION,Free,Everyone,Education,0,4.6,37862,5.4,1000000,0.00 ,6/7/2018
A1472,Socratic - Math Answers & Homework Help,EDUCATION,Free,Everyone,Education,0,4.6,37862,5.4,1000000,0.00 ,6/7/2018
A1473,Learn English with Aco,EDUCATION,Free,Everyone,Education,0,4.6,75112,6.5,1000000,0.00 ,11/11/2017
A1474,English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,Free,Everyone,Education,0,4.7,2544,18,100000,0.00 ,12/29/2017
A1475,English with Lingualeo,EDUCATION,Free,Everyone,Education,0,4.7,254519,27,5000000,0.00 ,7/20/2018
A1476,Learn Spanish - Español,EDUCATION,Free,Everyone,Education,0,4.7,32346,3.2,1000000,0.00 ,12/18/2017
A1477,Learn English with Wlingua,EDUCATION,Free,Everyone,Education,0,4.7,314299,3.3,10000000,0.00 ,5/2/2018
A1478,Learn English with Wlingua,EDUCATION,Free,Everyone,Education,0,4.7,314300,3.3,10000000,0.00 ,5/2/2018
A1479,Learn SQL,EDUCATION,Free,Everyone,Education,0,4.7,19277,5.3,1000000,0.00 ,12/25/2017
A1480,Learn Java,EDUCATION,Free,Everyone,Education,0,4.7,52743,5.4,1000000,0.00 ,12/25/2017
A1481,Learn HTML,EDUCATION,Free,Everyone,Education,0,4.7,61749,5.4,1000000,0.00 ,12/25/2017
A1482,Free english course,EDUCATION,Free,Everyone,Education,0,4.7,142632,6.9,5000000,0.00 ,7/12/2018
A1483,English Grammar Test,EDUCATION,Free,Everyone,Education,0,4.8,4075,5.1,500000,0.00 ,6/22/2018
A1484,SoloLearn: Learn to Code for Free,EDUCATION,Free,Teen,Education,0,4.8,256079,7.6,1000000,0.00 ,7/12/2018
A1485,Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,Free,Everyone,Entertainment,0,3,493,23,50000,0.00 ,6/15/2018
A1486,Mobile TV,ENTERTAINMENT,Free,Everyone,Entertainment,0,3.5,10939,4.6,10000000,0.00 ,4/28/2016
A1487,Marcus Theatres,ENTERTAINMENT,Free,Everyone,Entertainment,0,3.6,2639,8.5,100000,0.00 ,2/7/2018
A1488,FOX,ENTERTAINMENT,Free,Mature 17+,Entertainment,0,3.7,197774,44,10000000,0.00 ,6/25/2018
A1489,FOX,ENTERTAINMENT,Free,Mature 17+,Entertainment,0,3.7,197774,44,10000000,0.00 ,6/25/2018
A1490,Talking Angela,ENTERTAINMENT,Free,Everyone,Entertainment,0,3.7,1828284,52,100000000,0.00 ,7/12/2018
A1491,The green alien dance,ENTERTAINMENT,Free,Everyone,Entertainment,0,3.8,6979,12,1000000,0.00 ,7/5/2018
A1492,CBS - Full Episodes & Live TV,ENTERTAINMENT,Free,Teen,Entertainment,0,3.8,92058,12,10000000,0.00 ,7/20/2018
A1493,CBS - Full Episodes & Live TV,ENTERTAINMENT,Free,Teen,Entertainment,0,3.8,92058,12,10000000,0.00 ,7/20/2018
A1494,MTV,ENTERTAINMENT,Free,Teen,Entertainment,0,3.8,35279,15,1000000,0.00 ,7/8/2018
A1495,MTV,ENTERTAINMENT,Free,Teen,Entertainment,0,3.8,35279,15,1000000,0.00 ,7/8/2018
A1496,HBO GO: Stream with TV Package,ENTERTAINMENT,Free,Teen,Entertainment,0,3.8,87723,32,10000000,0.00 ,7/19/2018
A1497,Comedy Central,ENTERTAINMENT,Free,Teen,Entertainment,0,3.9,22378,19,1000000,0.00 ,7/8/2018
A1498,Telemundo Now,ENTERTAINMENT,Free,Teen,Entertainment,0,3.9,8674,19,1000000,0.00 ,5/25/2018
A1499,Comedy Central,ENTERTAINMENT,Free,Teen,Entertainment,0,3.9,22378,19,1000000,0.00 ,7/8/2018
A1500,Telemundo Now,ENTERTAINMENT,Free,Teen,Entertainment,0,3.9,8674,19,1000000,0.00 ,5/25/2018
A1501,Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,Free,Teen,Entertainment,0,3.9,801,57,100000,0.00 ,3/21/2018
A1502,Trailer Addict Movie Trailers,ENTERTAINMENT,Free,Teen,Entertainment,0,3.9,2646,9.1,100000,0.00 ,2/14/2018
A1503,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,Free,Teen,Entertainment,0,4,29706,19,1000000,0.00 ,7/16/2018
A1504,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,Free,Teen,Entertainment,0,4,35928,19,1000000,0.00 ,7/16/2018
A1505,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,Free,Teen,Entertainment,0,4,29706,19,1000000,0.00 ,7/16/2018
A1506,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,Free,Teen,Entertainment,0,4,35931,19,1000000,0.00 ,7/16/2018
A1507,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,Free,Teen,Entertainment,0,4,29706,19,1000000,0.00 ,7/16/2018
A1508,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,Free,Teen,Entertainment,0,4,35931,19,1000000,0.00 ,7/16/2018
A1509,Complete Spanish Movies,ENTERTAINMENT,Free,Everyone,Entertainment,0,4,11656,4.5,1000000,0.00 ,1/20/2018
A1510,Cooking Channel,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,1033,16,100000,0.00 ,7/27/2018
A1511,VH1,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,27424,17,1000000,0.00 ,7/8/2018
A1512,The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,58028,17,5000000,0.00 ,7/5/2018
A1513,VH1,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,27424,17,1000000,0.00 ,7/8/2018
A1514,VH1,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,27424,17,1000000,0.00 ,7/8/2018
A1515,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,33387,20,1000000,0.00 ,7/16/2018
A1516,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,33387,20,1000000,0.00 ,7/16/2018
A1517,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,33387,20,1000000,0.00 ,7/16/2018
A1518,Redbox,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.1,115033,30,10000000,0.00 ,7/2/2018
A1519,Cinemark Theatres,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,21867,39,1000000,0.00 ,7/12/2018
A1520,Ziggo GO,ENTERTAINMENT,Free,Teen,Entertainment,0,4.1,29690,78,1000000,0.00 ,8/3/2018
A1521,IMDb Movies & TV,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,501498,12,100000000,0.00 ,7/26/2018
A1522,IMDb Movies & TV,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,501497,12,100000000,0.00 ,7/26/2018
A1523,IMDb Movies & TV,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,501498,12,100000000,0.00 ,7/26/2018
A1524,Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.2,32458,18,5000000,0.00 ,6/19/2018
A1525,BET NOW - Watch Shows,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,14807,19,1000000,0.00 ,7/8/2018
A1526,BET NOW - Watch Shows,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,14807,19,1000000,0.00 ,7/8/2018
A1527,BET NOW - Watch Shows,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,14807,19,1000000,0.00 ,7/8/2018
A1528,DramaFever: Stream Asian Drama Shows & Movies,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,155234,22,1000000,0.00 ,8/1/2018
A1529,Amazon Prime Video,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,411683,24,50000000,0.00 ,8/2/2018
A1530,PlayStation App,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.2,613059,25,50000000,0.00 ,7/26/2018
A1531,Funny Quotes Free,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,23666,3.6,1000000,0.00 ,5/4/2018
A1532,Meme Creator,ENTERTAINMENT,Free,Mature 17+,Entertainment,0,4.2,38769,44,1000000,0.00 ,9/22/2015
A1533,Talking Ginger 2,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.2,702975,49,50000000,0.00 ,7/5/2018
A1534,Vigo Lite,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,10291,6.5,5000000,0.00 ,8/4/2018
A1535,Animal Planet GO,ENTERTAINMENT,Free,Teen,Entertainment,0,4.2,2442,9.6,100000,0.00 ,7/24/2018
A1536,Tubi TV - Free Movies & TV,ENTERTAINMENT,Free,Teen,Entertainment,0,4.3,296771,11,10000000,0.00 ,7/15/2018
A1537,Tubi TV - Free Movies & TV,ENTERTAINMENT,Free,Teen,Entertainment,0,4.3,296829,11,10000000,0.00 ,7/15/2018
A1538,Tubi TV - Free Movies & TV,ENTERTAINMENT,Free,Teen,Entertainment,0,4.3,296771,11,10000000,0.00 ,7/15/2018
A1539,Harkins Theatres,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.3,1511,12,100000,0.00 ,6/11/2018
A1540,"Imgur: Find funny GIFs, memes & watch viral videos",ENTERTAINMENT,Free,Teen,Entertainment,0,4.3,160164,12,10000000,0.00 ,8/1/2018
A1541,Laugh Out Loud by Kevin Hart,ENTERTAINMENT,Free,Teen,Entertainment,0,4.3,1856,20,100000,0.00 ,8/1/2018
A1542,SeriesGuide – Show & Movie Manager,ENTERTAINMENT,Free,Mature 17+,Entertainment,0,4.3,64448,4.4,1000000,0.00 ,7/21/2018
A1543,Sticker Market: Emoji keyboard,ENTERTAINMENT,Free,Teen,Entertainment,0,4.3,303,44,10000,0.00 ,12/14/2017
A1544,H TV,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.3,103078,5.6,5000000,0.00 ,7/5/2018
A1545,Talking Ben the Dog,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.3,1633682,57,100000000,0.00 ,7/3/2018
A1546,AMC Theatres,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.3,44550,72,1000000,0.00 ,7/18/2018
A1547,SketchBook - draw and paint,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.3,256664,77,10000000,0.00 ,5/4/2018
A1548,Cinematic Cinematic,ENTERTAINMENT,Free,Mature 17+,Entertainment,0,4.4,37000,15,1000000,0.00 ,6/21/2018
A1549,The CW,ENTERTAINMENT,Free,Teen,Entertainment,0,4.4,288150,21,5000000,0.00 ,7/23/2018
A1550,The CW,ENTERTAINMENT,Free,Teen,Entertainment,0,4.4,288150,21,5000000,0.00 ,7/23/2018
A1551,The CW,ENTERTAINMENT,Free,Teen,Entertainment,0,4.4,288150,21,5000000,0.00 ,7/23/2018
A1552,Radio Javan,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.4,46916,4.5,1000000,0.00 ,7/18/2018
A1553,LOL Pics (Funny Pictures),ENTERTAINMENT,Free,Teen,Entertainment,0,4.4,67554,7.7,1000000,0.00 ,9/15/2015
A1554,StarTimes - Live International Champions Cup,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.4,17682,9.7,1000000,0.00 ,8/3/2018
A1555,Investigation Discovery GO,ENTERTAINMENT,Free,Teen,Entertainment,0,4.5,12216,13,1000000,0.00 ,7/24/2018
A1556,CW Seed,ENTERTAINMENT,Free,Teen,Entertainment,0,4.5,16372,13,500000,0.00 ,7/18/2018
A1557,"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,Free,Everyone,Entertainment,0,4.5,653008,16,10000000,0.00 ,6/20/2018
A1558,"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,Free,Everyone,Entertainment,0,4.5,653008,16,10000000,0.00 ,6/20/2018
A1559,"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,Free,Everyone,Entertainment,0,4.5,653008,16,10000000,0.00 ,6/20/2018
A1560,WWE,ENTERTAINMENT,Free,Teen,Entertainment,0,4.5,736864,20,10000000,0.00 ,1/19/2018
A1561,Hamilton — The Official App,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.5,1575,43,100000,0.00 ,7/13/2018
A1562,ColorFul - Adult Coloring Book,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.6,50725,19,5000000,0.00 ,5/25/2018
A1563,Motorola Spotlight Player™,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.6,22508,3.3,10000000,0.00 ,7/16/2015
A1564,Meme Generator,ENTERTAINMENT,Paid,Mature 17+,Entertainment,0,4.6,3771,53,100000,2.99 ,8/3/2018
A1565,🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAINMENT,Free,Everyone,Entertainment,0,4.7,11661,4,1000000,0.00 ,7/14/2018
A1566,Freitas Auctioneer Official,EVENTS,Free,Everyone,Events,0,3.7,100,27,50000,0.00 ,12/15/2017
A1567,CG BILASPUR CARNIVAL,EVENTS,Free,Everyone,Events,0,3.8,59,1.8,5000,0.00 ,4/11/2018
A1569,AO Player,EVENTS,Free,Everyone,Events,0,4,9,3.3,1000,0.00 ,12/20/2017
A1570,Ticketmaster Event Tickets,EVENTS,Free,Everyone,Events,0,4,40113,36,5000000,0.00 ,7/23/2018
A1571,All Events in City,EVENTS,Free,Everyone,Events,0,4,3782,9.5,100000,0.00 ,6/12/2018
A1572,Bo Aung Din,EVENTS,Free,Teen,Events,0,4.1,110,2.6,5000,0.00 ,6/5/2018
A1573,"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,Free,Everyone,Events,0,4.1,399,24,100000,0.00 ,8/3/2018
A1574,DroidAdmin for Android - Advice,EVENTS,Free,Everyone,Events,0,4.2,811,2.8,10000,0.00 ,5/29/2018
A1575,Birthdays & Other Events,EVENTS,Free,Everyone,Events,0,4.3,456,2.8,50000,0.00 ,6/21/2018
A1576,vide-greniers.org,EVENTS,Free,Everyone,Events,0,4.3,5839,3.5,100000,0.00 ,11/8/2016
A1577,DW Event,EVENTS,Free,Everyone,Events,0,4.3,9,39,1000,0.00 ,5/29/2018
A1578,Bw Events,EVENTS,Free,Everyone,Events,0,4.4,16,1.7,100,0.00 ,8/9/2016
A1579,"SeatGeek – Tickets to Sports, Concerts, Broadway",EVENTS,Free,Everyone,Events,0,4.4,15558,26,1000000,0.00 ,8/3/2018
A1580,KudaGo - things to do in NY,EVENTS,Free,Everyone,Events,0,4.4,4298,4.4,100000,0.00 ,4/27/2017
A1581,Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,Free,Everyone,Events,0,4.4,663,6,100000,0.00 ,10/14/2017
A1582,Happy Birthday Songs Offline,EVENTS,Free,Everyone,Events,0,4.4,464,8.9,100000,0.00 ,12/4/2017
A1583,"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,Free,Everyone,Events,0,4.5,8800,24,1000000,0.00 ,7/17/2018
A1584,Birdays - Birthday reminder,EVENTS,Free,Everyone,Events,0,4.5,2153,5.9,50000,0.00 ,12/14/2017
A1585,Reminder,EVENTS,Free,Everyone,Events,0,4.5,7074,6.3,500000,0.00 ,6/25/2018
A1586,Picktrainer: India's largest photo contest app,EVENTS,Free,Everyone,Events,0,4.5,1065,9,100000,0.00 ,5/31/2018
A1587,Series Valley of the Wolves full of part,EVENTS,Free,Everyone,Events,0,4.6,731,11,50000,0.00 ,12/24/2017
A1588,"PTI Flex Maker, Photo Frame Editor & Songs 2018",EVENTS,Free,Everyone,Events,0,4.6,99,13,10000,0.00 ,7/6/2018
A1589,LBB - Find New & Unique Things To Do Around You,EVENTS,Free,Everyone,Events,0,4.6,3874,14,100000,0.00 ,7/27/2018
A1590,Endurance Lifestyle,EVENTS,Free,Teen,Events,0,4.6,7,3.8,500,0.00 ,7/10/2017
A1591,Vivid Seats – Event Tickets,EVENTS,Free,Everyone,Events,0,4.6,8232,53,1000000,0.00 ,7/31/2018
A1592,my4D,EVENTS,Free,Everyone,Events,0,4.6,573,8.7,100000,0.00 ,7/12/2018
A1593,Event Manager - AllEvents.in,EVENTS,Free,Everyone,Events,0,4.7,120,5.1,10000,0.00 ,7/25/2018
A1594,The T Factor,EVENTS,Free,Everyone,Events,0,4.8,48,13,1000,0.00 ,9/26/2017
A1595,NFP 2018,EVENTS,Free,Everyone,Events,0,4.8,8,16,500,0.00 ,1/9/2018
A1596,Emmabodafestivalen,EVENTS,Free,Everyone 10+,Events,0,4.8,12,29,1000,0.00 ,6/28/2018
A1597,Arab Halls - For Wedding & Events,EVENTS,Free,Everyone,Events,0,4.8,28,6.3,1000,0.00 ,5/20/2018
A1598,Mummatikabalkuragi,EVENTS,Free,Teen,Events,0,4.9,69,0.326171875,1000,0.00 ,7/22/2018
A1599,Prosperity,EVENTS,Free,Everyone,Events,0,5,16,2.3,100,0.00 ,7/9/2018
A1600,Mindvalley U Tallinn 2018,EVENTS,Free,Everyone,Events,0,5,1,21,100,0.00 ,7/3/2018
A1601,EK Bailey Preaching Conference,EVENTS,Free,Everyone,Events,0,5,3,30,500,0.00 ,7/2/2018
A1602,EF Events,EVENTS,Free,Teen,Events,0,5,7,4.4,100,0.00 ,10/5/2017
A1603,SUMMER SONIC app,EVENTS,Free,Everyone,Events,0,5,4,61,500,0.00 ,7/24/2018
A1604,Speech Therapy: F,FAMILY,Paid,Everyone,Education,0,1,1,16,10,2.99 ,10/7/2016
A1605,Truck Driving Test Class 3 BC,FAMILY,Paid,Everyone,Education,0,1,1,2,50,1.49 ,4/9/2012
A1606,FE Mechanical Engineering Prep,FAMILY,Free,Everyone,Education,0,1,2,21,1000,0.00 ,7/27/2018
A1607,AC REMOTE UNIVERSAL-PRO,FAMILY,Free,Everyone,Entertainment,0,1.6,402,1.7,100000,0.00 ,12/11/2015
A1608,BG TV App,FAMILY,Free,Everyone,Entertainment,0,1.7,6,2.9,100,0.00 ,12/21/2017
A1609,EB Mobile,FAMILY,Free,Everyone,Education,0,1.7,1172,5.6,10000,0.00 ,10/9/2017
A1610,Smart-AC Universal Remote Free,FAMILY,Free,Everyone,Entertainment,0,1.8,3270,1.8,500000,0.00 ,8/18/2015
A1611,Boston University Alumni,FAMILY,Free,Everyone,Education,0,1.8,5,5.2,1000,0.00 ,12/2/2017
A1612,CJ Fallon eBook Reader,FAMILY,Free,Everyone,Education,0,1.9,76,14,5000,0.00 ,2/13/2014
A1613,TAXLANDIA,FAMILY,Free,Everyone,Educational,0,1.9,141,65,1000,0.00 ,3/6/2018
A1614,Check Lottery Tickets - Florida,FAMILY,Free,Teen,Entertainment,0,2,27,31,5000,0.00 ,10/17/2017
A1615,The CW TN app 2018,FAMILY,Free,Everyone,Entertainment,0,2.2,54,4.3,10000,0.00 ,4/30/2018
A1616,Bg TV Online,FAMILY,Free,Everyone,Entertainment,0,2.3,50,2.8,10000,0.00 ,10/21/2017
A1617,Bono’s Pit Bar-B-Q,FAMILY,Free,Everyone 10+,Entertainment,0,2.3,3,36,1000,0.00 ,1/23/2018
A1618,CR Family,FAMILY,Free,Everyone,Education,0,2.3,10,5.2,1000,0.00 ,2/8/2017
A1619,CSCS BG (в български),FAMILY,Paid,Everyone,Education,0,2.4,7,2.1,100,3.99 ,3/23/2017
A1620,PS4 Second Screen,FAMILY,Free,Everyone,Entertainment,0,2.4,11773,3.3,1000000,0.00 ,6/13/2018
A1621,Virtual Boyfriend Chat,FAMILY,Free,Mature 17+,Entertainment,0,2.4,407,0.298828125,50000,0.00 ,4/11/2017
A1622,DRC Sim - Wii U Gamepad,FAMILY,Free,Everyone,Casual,0,2.4,210,4,10000,0.00 ,6/25/2017
A1623,Wi u Emulator,FAMILY,Free,Everyone,Entertainment,0,2.4,468,7.2,10000,0.00 ,3/3/2018
A1624,Body Scanner xray Real Camera Prank Entertaintment,FAMILY,Free,Everyone,Entertainment,0,2.6,17,4.6,5000,0.00 ,5/5/2018
A1625,Break the Egg,FAMILY,Free,Everyone,Entertainment,0,2.6,366,6,50000,0.00 ,1/5/2018
A1626,X-ray scanner simulator,FAMILY,Free,Everyone,Casual,0,2.7,1616,3,500000,0.00 ,1/8/2017
A1627,Color by Disney,FAMILY,Free,Everyone,Entertainment,0,2.7,5706,47,500000,0.00 ,7/13/2017
A1628,FE Civil Engineering Exam Prep,FAMILY,Free,Everyone,Education,0,2.8,9,21,1000,0.00 ,7/27/2018
A1629,How Old am I?,FAMILY,Free,Everyone,Entertainment,0,2.8,4635,3.9,1000000,0.00 ,1/1/2018
A1630,My EF Center,FAMILY,Free,Everyone,Education,0,2.8,89,35,10000,0.00 ,7/23/2018
A1631,New: CL-150,FAMILY,Free,Everyone,Education,0,2.8,4,4.2,500,0.00 ,7/25/2018
A1632,DK 15 Minute Language Course,FAMILY,Free,Everyone,Education,0,2.8,21,57,1000,0.00 ,4/6/2018
A1633,Interactive NPC DM Tool,FAMILY,Paid,Everyone,Role Playing,0,2.8,5,0.614257813,50,0.99 ,1/31/2015
A1634,AP Planner,FAMILY,Free,Everyone,Education,0,2.9,45,1.3,5000,0.00 ,8/3/2015
A1635,Test de Inteligencia CI,FAMILY,Free,Everyone,Education,0,2.9,21,2.1,5000,0.00 ,5/11/2015
A1636,Talking Boyfriend,FAMILY,Free,Everyone,Entertainment,0,2.9,1073,2.8,100000,0.00 ,8/28/2016
A1637,Egg,FAMILY,Free,Mature 17+,Simulation,0,2.9,72,27,5000,0.00 ,6/9/2018
A1638,3D Holograms Joke,FAMILY,Free,Teen,Simulation,0,2.9,31596,31,5000000,0.00 ,12/23/2016
A1639,DrivingTest,FAMILY,Free,Everyone,Simulation,0,2.9,975,45,100000,0.00 ,2/27/2017
A1640,Advanced Warfare Guns,FAMILY,Free,Everyone,Entertainment,0,2.9,2079,5.6,100000,0.00 ,6/6/2015
A1641,fi,FAMILY,Free,Everyone,Strategy,0,2.9,691,5.8,100000,0.00 ,6/8/2016
A1642,iScore5 AP Psych,FAMILY,Paid,Everyone,Educational,0,2.9,10,73,100,4.99 ,4/25/2017
A1643,Jenga® AR,FAMILY,Free,Everyone,Puzzle,0,2.9,53,82,10000,0.00 ,3/17/2018
A1644,TAMAGO,FAMILY,Free,Everyone,Casual,0,3,42515,1.6,5000000,0.00 ,5/23/2018
A1645,Rized ‼️ Color By Number & Pixel Coloring Book,FAMILY,Free,Everyone,Casual,0,3,1279,13,100000,0.00 ,6/13/2018
A1646,Ohio State Fair 4-H,FAMILY,Free,Everyone,Entertainment,0,3,4,19,1000,0.00 ,2/7/2018
A1647,DIRECTV Remote App,FAMILY,Free,Everyone,Entertainment,0,3,480,19,1000000,0.00 ,8/31/2017
A1648,Dy So Exam,FAMILY,Free,Everyone,Education,0,3,6,3.2,1000,0.00 ,7/3/2017
A1649,Universal AC Remote Control Simulator,FAMILY,Free,Everyone,Entertainment,0,3,119,3.9,50000,0.00 ,12/22/2017
A1650,The Ah Yeah! Button,FAMILY,Free,Everyone,Entertainment,0,3,30,0.310546875,5000,0.00 ,10/1/2013
A1651,Paint Space AR,FAMILY,Free,Everyone,Entertainment,0,3,17,32,1000,0.00 ,3/7/2018
A1652,Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,Free,Everyone,Simulation,0,3,2,33,100,0.00 ,7/18/2018
A1653,CX-40,FAMILY,Free,Everyone,Entertainment,0,3,2,33,100,0.00 ,12/14/2017
A1654,The Artificial Intelligence Project (A.I. Chat),FAMILY,Paid,Everyone,Simulation,0,3,76,39,5000,1.99 ,3/29/2018
A1655,Going Abroad,FAMILY,Free,Everyone 10+,Educational,0,3,606,42,50000,0.00 ,8/16/2016
A1656,ci,FAMILY,Free,Everyone,Strategy,0,3,1691,5.8,500000,0.00 ,6/8/2016
A1657,Ek Kahani Aisi Bhi Season 3 - The Horror Story,FAMILY,Free,Teen,Entertainment,0,3,1,5.8,100,0.00 ,7/21/2018
A1658,BC Lotto Check,FAMILY,Free,Everyone,Entertainment,0,3,10,0.700195313,5000,0.00 ,6/22/2016
A1659,DH UFO,FAMILY,Free,Everyone,Entertainment,0,3,4,8,1000,0.00 ,6/8/2017
A1660,EF English Live for tablets,FAMILY,Free,Everyone,Education,0,3.1,1242,14,50000,0.00 ,4/24/2018
A1661,EF Teacher,FAMILY,Free,Everyone,Education,0,3.1,16,17,1000,0.00 ,4/19/2018
A1662,Lie Detector,FAMILY,Free,Everyone,Simulation,0,3.1,306,2.9,50000,0.00 ,4/4/2017
A1663,E!,FAMILY,Free,Teen,Entertainment,0,3.1,740,20,100000,0.00 ,5/24/2018
A1664,ER Doctor Kids Emergency Room,FAMILY,Free,Teen,Casual,0,3.1,4798,30,500000,0.00 ,6/13/2018
A1665,Nose Surgery ER Simulator Lite,FAMILY,Free,Teen,Educational,0,3.1,269,39,50000,0.00 ,6/3/2017
A1666,CX-WiFi720P,FAMILY,Free,Everyone,Entertainment,0,3.1,47,5.5,10000,0.00 ,11/14/2015
A1667,ba,FAMILY,Free,Everyone,Strategy,0,3.1,1734,5.8,500000,0.00 ,6/8/2016
A1668,do,FAMILY,Free,Everyone,Strategy,0,3.1,1073,5.9,100000,0.00 ,6/8/2016
A1669,Visuelles Wörterbuch Audio-App,FAMILY,Free,Everyone,Education,0,3.1,192,66,10000,0.00 ,7/7/2017
A1670,Deck Builder & Analyzer for CR,FAMILY,Free,Everyone,Entertainment,0,3.1,52,9.8,5000,0.00 ,5/4/2017
A1671,CX-60,FAMILY,Free,Everyone,Casual,0,3.1,19,94,1000,0.00 ,5/9/2017
A1672,BP-Tech,FAMILY,Free,Everyone,Casual,0,3.2,12,13,1000,0.00 ,2/3/2018
A1673,AMC,FAMILY,Free,Teen,Entertainment,0,3.2,20843,14,1000000,0.00 ,8/2/2018
A1674,SYFY,FAMILY,Free,Teen,Entertainment,0,3.2,3069,18,500000,0.00 ,5/24/2018
A1675,English for Everyone,FAMILY,Free,Everyone,Education,0,3.2,429,18,10000,0.00 ,7/6/2018
A1676,Crack the blue angry birds egg,FAMILY,Free,Everyone,Puzzle,0,3.2,85,2.1,10000,0.00 ,4/22/2016
A1677,Chat With Artificial Intelligence,FAMILY,Free,Everyone,Entertainment,0,3.2,32,2.8,1000,0.00 ,5/10/2018
A1678,EF Classroom,FAMILY,Free,Everyone,Education,0,3.2,190,23,50000,0.00 ,7/23/2018
A1679,Tap The Easter Egg!,FAMILY,Free,Everyone,Casual,0,3.2,111,3.3,5000,0.00 ,3/18/2016
A1680,AR Remote Car,FAMILY,Free,Everyone,Simulation,0,3.2,1354,30,100000,0.00 ,8/12/2017
A1681,Car Parking Nissan GT-R R35 Simulator,FAMILY,Free,Everyone,Simulation,0,3.2,513,34,100000,0.00 ,12/5/2017
A1682,Yaoi Novels - Shounen ai Book&fiction,FAMILY,Free,Teen,Entertainment,0,3.2,304,4.7,10000,0.00 ,2/14/2018
